Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions,Reemplacements in the population
100.04204320907593,53969756.0,836.0,148670,837.0,837.0,0.0
100.07798719406128,60277131.0,944.0,148898,945.0,945.0,0.0
100.04761958122253,48768264.0,756.0,148878,757.0,757.0,0.0
100.22698020935059,46857584.0,734.0,148682,735.0,735.0,0.0
100.09680724143982,52768206.0,829.0,148986,830.0,830.0,0.0
100.02402067184448,46067296.0,725.0,148984,726.0,726.0,0.0
100.10932564735413,50191566.0,790.0,148800,791.0,791.0,0.0
100.07141733169556,35250342.0,553.0,148836,554.0,554.0,0.0
100.0877103805542,44818925.0,706.0,148750,707.0,707.0,0.0
100.12388801574707,50590435.0,783.0,148978,784.0,784.0,0.0
100.06629419326782,59811405.0,929.0,148958,930.0,930.0,0.0
100.03742122650146,42791252.0,669.0,148990,670.0,670.0,0.0
100.04307675361633,52406650.0,810.0,148814,811.0,811.0,0.0
100.09411287307739,42324890.0,663.0,148964,664.0,664.0,0.0
100.1764624118805,43729967.0,679.0,148910,680.0,680.0,0.0
100.02087497711182,59256650.0,932.0,148778,933.0,933.0,0.0
100.04425621032715,52482384.0,822.0,148790,823.0,823.0,0.0
100.0079128742218,60159799.0,934.0,148574,935.0,935.0,0.0
100.08798909187317,42829312.0,665.0,148718,666.0,666.0,0.0
100.1478443145752,43332870.0,676.0,148870,677.0,677.0,0.0
100.0735936164856,47038956.0,726.0,148832,727.0,727.0,0.0
100.32314419746399,54551401.0,856.0,149082,857.0,857.0,0.0
100.04747033119202,57284329.0,896.0,148824,897.0,897.0,0.0
100.1092255115509,57725209.0,896.0,148734,897.0,897.0,0.0
100.00320196151733,52591578.0,814.0,148916,815.0,815.0,0.0
100.09934115409851,50862477.0,794.0,149122,795.0,795.0,0.0
100.05963087081909,60489808.0,941.0,148910,942.0,942.0,0.0
100.00642919540405,57975757.0,898.0,148806,899.0,899.0,0.0
100.06100249290466,60098882.0,934.0,148794,935.0,935.0,0.0
100.12906885147095,47028205.0,735.0,148814,736.0,736.0,0.0
