Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions,Reemplacements in GADEGD
31.83972406387329,34532662.0,62.0,34544,2651.0,63.0,48.0
32.32806611061096,27736252.0,52.0,34524,2119.0,53.0,38.0
31.857890605926514,35818051.0,62.0,34616,2717.0,63.0,48.0
31.988520622253418,30721270.0,56.0,34462,2348.0,57.0,42.0
32.10048031806946,26856346.0,49.0,34576,2016.0,50.0,35.0
31.646071195602417,31678534.0,56.0,34570,2421.0,57.0,42.0
31.397918462753296,33401999.0,59.0,34474,2539.0,60.0,45.0
31.533169984817505,29437093.0,55.0,34490,2225.0,56.0,41.0
31.42082667350769,31962416.0,57.0,34486,2436.0,58.0,43.0
31.569165229797363,34532114.0,61.0,34654,2633.0,62.0,47.0
31.567710161209106,29881497.0,56.0,34484,2326.0,57.0,42.0
31.39765477180481,29263682.0,55.0,34626,2247.0,56.0,41.0
31.708242893218994,28109230.0,52.0,34534,2115.0,53.0,38.0
31.80734157562256,31685565.0,55.0,34650,2392.0,56.0,41.0
31.947375774383545,25674584.0,48.0,34552,1937.0,49.0,34.0
31.703068256378174,27712047.0,49.0,34612,2062.0,50.0,35.0
31.824578762054443,23801812.0,47.0,34522,1820.0,48.0,33.0
31.75950336456299,29249614.0,54.0,34566,2226.0,55.0,40.0
31.411402463912964,33643796.0,62.0,34572,2595.0,63.0,48.0
31.703548908233643,34895976.0,61.0,34478,2643.0,62.0,47.0
31.614573001861572,39661024.0,67.0,34546,2981.0,68.0,53.0
31.381049394607544,32094336.0,59.0,34494,2463.0,60.0,45.0
31.420627117156982,26672111.0,50.0,34592,2011.0,51.0,36.0
32.306313037872314,28050917.0,50.0,34568,2096.0,51.0,36.0
31.806000471115112,23214911.0,46.0,34470,1765.0,47.0,32.0
31.405179500579834,36675561.0,63.0,34544,2769.0,64.0,49.0
31.817450284957886,35174880.0,64.0,34524,2707.0,65.0,50.0
31.619691371917725,34308093.0,60.0,34630,2610.0,61.0,46.0
31.748453855514526,26182239.0,49.0,34500,1961.0,50.0,35.0
31.94171452522278,29168232.0,54.0,34532,2209.0,55.0,40.0
